question,answer,cot,category
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ce??""?",ocean,"The pattern ""?ce??"" is a 5-letter word. From the Wonderland dictionary, ""ocean"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""an??ent""?",ancient,"The pattern ""an??ent"" is a 7-letter word. From the Wonderland dictionary, ""ancient"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??t""?",cat,"The pattern ""??t"" is a 3-letter word. From the Wonderland dictionary, ""cat"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""drea?s""?",dreams,"The pattern ""drea?s"" is a 6-letter word. From the Wonderland dictionary, ""dreams"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""sil?er""?",silver,"The pattern ""sil?er"" is a 6-letter word. From the Wonderland dictionary, ""silver"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?he""?",the,"The pattern ""?he"" is a 3-letter word. From the Wonderland dictionary, ""the"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?night""?",knight,"The pattern ""?night"" is a 6-letter word. From the Wonderland dictionary, ""knight"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""se?ret""?",secret,"The pattern ""se?ret"" is a 6-letter word. From the Wonderland dictionary, ""secret"" matches.",pattern_match
"In Alice's Wonderland dictionary, list all words related to objects.","book, door, key, map, message, mirror, potion, treasure","Wonderland words related to objects: book, door, key, map, message, mirror, potion, treasure (8 words).",recall_semantic
"In Alice's Wonderland dictionary, which word(s) match the pattern ""th?o??h""?",through,"The pattern ""th?o??h"" is a 7-letter word. From the Wonderland dictionary, ""through"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??range""?",strange,"The pattern ""??range"" is a 7-letter word. From the Wonderland dictionary, ""strange"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""an?ient""?",ancient,"The pattern ""an?ient"" is a 7-letter word. From the Wonderland dictionary, ""ancient"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?i?g""?",king,"The pattern ""?i?g"" is a 4-letter word. From the Wonderland dictionary, ""king"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""se?s""?",sees,"The pattern ""se?s"" is a 4-letter word. From the Wonderland dictionary, ""sees"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""hid?e?""?",hidden,"The pattern ""hid?e?"" is a 6-letter word. From the Wonderland dictionary, ""hidden"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""follo??""?",follows,"The pattern ""follo??"" is a 7-letter word. From the Wonderland dictionary, ""follows"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?n?ient""?",ancient,"The pattern ""?n?ient"" is a 7-letter word. From the Wonderland dictionary, ""ancient"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""t?ea?ur?""?",treasure,"The pattern ""t?ea?ur?"" is a 8-letter word. From the Wonderland dictionary, ""treasure"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ne??""?",near,"The pattern ""ne??"" is a 4-letter word. From the Wonderland dictionary, ""near"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""c??se?""?",chases,"The pattern ""c??se?"" is a 6-letter word. From the Wonderland dictionary, ""chases"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?o?k""?",book,"The pattern ""?o?k"" is a 4-letter word. From the Wonderland dictionary, ""book"" matches.",pattern_match
"In Alice's Wonderland dictionary, list all words related to animals.","bird, cat, mouse, rabbit, turtle","Wonderland words related to animals: bird, cat, mouse, rabbit, turtle (5 words).",recall_semantic
"In Alice's Wonderland dictionary, which word(s) match the pattern ""g?lden""?",golden,"The pattern ""g?lden"" is a 6-letter word. From the Wonderland dictionary, ""golden"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""st?a?g?""?",strange,"The pattern ""st?a?g?"" is a 7-letter word. From the Wonderland dictionary, ""strange"" matches.",pattern_match
"Is the word ""princess"" in Alice's Wonderland dictionary?",Yes,"Yes, ""princess"" is one of the 77 words in the Wonderland dictionary.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""st?dies""?",studies,"The pattern ""st?dies"" is a 7-letter word. From the Wonderland dictionary, ""studies"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?u?z?e""?",puzzle,"The pattern ""?u?z?e"" is a 6-letter word. From the Wonderland dictionary, ""puzzle"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match ""?a?""?","cat, map","The pattern ""?a?"" matches 2 Wonderland words: cat, map. Context from the cipher mapping would be needed to disambiguate.",pattern_match_ambiguous
"In Alice's Wonderland dictionary, which word(s) match the pattern ""v??ley""?",valley,"The pattern ""v??ley"" is a 6-letter word. From the Wonderland dictionary, ""valley"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""follow?""?",follows,"The pattern ""follow?"" is a 7-letter word. From the Wonderland dictionary, ""follows"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""myst?riou?""?",mysterious,"The pattern ""myst?riou?"" is a 10-letter word. From the Wonderland dictionary, ""mysterious"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?l?v?r""?",clever,"The pattern ""?l?v?r"" is a 6-letter word. From the Wonderland dictionary, ""clever"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""p?t?on""?",potion,"The pattern ""p?t?on"" is a 6-letter word. From the Wonderland dictionary, ""potion"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""drag?n""?",dragon,"The pattern ""drag?n"" is a 6-letter word. From the Wonderland dictionary, ""dragon"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""drago?""?",dragon,"The pattern ""drago?"" is a 6-letter word. From the Wonderland dictionary, ""dragon"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""im??ines""?",imagines,"The pattern ""im??ines"" is a 8-letter word. From the Wonderland dictionary, ""imagines"" matches.",pattern_match
"Is the word ""around"" in Alice's Wonderland dictionary?",Yes,"Yes, ""around"" is one of the 77 words in the Wonderland dictionary.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??rtl?""?",turtle,"The pattern ""??rtl?"" is a 6-letter word. From the Wonderland dictionary, ""turtle"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""unde?""?",under,"The pattern ""unde?"" is a 5-letter word. From the Wonderland dictionary, ""under"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""discover?""?",discovers,"The pattern ""discover?"" is a 9-letter word. From the Wonderland dictionary, ""discovers"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?as??e""?",castle,"The pattern ""?as??e"" is a 6-letter word. From the Wonderland dictionary, ""castle"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""princes?""?",princess,"The pattern ""princes?"" is a 8-letter word. From the Wonderland dictionary, ""princess"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match ""?oo?""?","book, door","The pattern ""?oo?"" matches 2 Wonderland words: book, door. Context from the cipher mapping would be needed to disambiguate.",pattern_match_ambiguous
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ima?ine?""?",imagines,"The pattern ""ima?ine?"" is a 8-letter word. From the Wonderland dictionary, ""imagines"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""tr?asure""?",treasure,"The pattern ""tr?asure"" is a 8-letter word. From the Wonderland dictionary, ""treasure"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??e""?",the,"The pattern ""??e"" is a 3-letter word. From the Wonderland dictionary, ""the"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""cr?stal""?",crystal,"The pattern ""cr?stal"" is a 7-letter word. From the Wonderland dictionary, ""crystal"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""magi?al""?",magical,"The pattern ""magi?al"" is a 7-letter word. From the Wonderland dictionary, ""magical"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""b??d""?",bird,"The pattern ""b??d"" is a 4-letter word. From the Wonderland dictionary, ""bird"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""???est""?",forest,"The pattern ""???est"" is a 6-letter word. From the Wonderland dictionary, ""forest"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""o??an""?",ocean,"The pattern ""o??an"" is a 5-letter word. From the Wonderland dictionary, ""ocean"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ill??e""?",village,"The pattern ""?ill??e"" is a 7-letter word. From the Wonderland dictionary, ""village"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""drag?n""?",dragon,"The pattern ""drag?n"" is a 6-letter word. From the Wonderland dictionary, ""dragon"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ce?n""?",ocean,"The pattern ""?ce?n"" is a 5-letter word. From the Wonderland dictionary, ""ocean"" matches.",pattern_match
List all 77 words in Alice's Wonderland dictionary.,"above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes","All 77 Wonderland words: above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes.",recall_full
"In Alice's Wonderland dictionary, which word(s) match the pattern ""exp?or?s""?",explores,"The pattern ""exp?or?s"" is a 8-letter word. From the Wonderland dictionary, ""explores"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""dra?s""?",draws,"The pattern ""dra?s"" is a 5-letter word. From the Wonderland dictionary, ""draws"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""curi?us""?",curious,"The pattern ""curi?us"" is a 7-letter word. From the Wonderland dictionary, ""curious"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?at""?",cat,"The pattern ""?at"" is a 3-letter word. From the Wonderland dictionary, ""cat"" matches.",pattern_match
